Code Insee,Code postal,latitude,longitude,nom commune,département,région,population 2015,population 2021
24180,24450,45.5924010837,0.9420529735,Firbeix,Dordogne,Nouvelle-Aquitaine,299.0,305.0
24182,24130,44.880919054,0.262559942743,Le Fleix,Dordogne,Nouvelle-Aquitaine,1513.0,1493.0
24183,24580,44.9972453848,1.0048661306,Fleurac,Dordogne,Nouvelle-Aquitaine,247.0,309.0
24184,24250,44.708224337,1.23864373133,Florimont-Gaumier,Dordogne,Nouvelle-Aquitaine,144.0,156.0
24186,24500,44.7047696483,0.40989488566,Fonroque,Dordogne,Nouvelle-Aquitaine,314.0,331.0
24188,24210,45.1187435642,0.988118643995,Fossemagne,Dordogne,Nouvelle-Aquitaine,565.0,548.0
24189,33220,44.8684209151,0.188754198495,Fougueyrolles,Dordogne,Nouvelle-Aquitaine,495.0,448.0
24190,24380,44.9755144028,0.673637945149,Fouleix,Dordogne,Nouvelle-Aquitaine,242.0,269.0
24191,24130,44.9336348822,0.303365596651,Fraisse,Dordogne,Nouvelle-Aquitaine,169.0,175.0
24192,24210,45.2059650119,1.03227173677,Gabillou,Dordogne,Nouvelle-Aquitaine,96.0,95.0
24193,24240,44.8038484874,0.357689330262,Gageac-et-Rouillac,Dordogne,Nouvelle-Aquitaine,432.0,459.0
24194,24680,44.831194856,0.330972182621,Gardonne,Dordogne,Nouvelle-Aquitaine,1560.0,1590.0
24195,24540,44.6662613577,0.879002663068,Gaugeac,Dordogne,Nouvelle-Aquitaine,119.0,107.0
24196,24160,45.3306277228,1.16364841419,Génis,Dordogne,Nouvelle-Aquitaine,459.0,498.0
24197,24130,44.904098467,0.437644888806,Ginestet,Dordogne,Nouvelle-Aquitaine,731.0,746.0
24199,24320,45.4163367159,0.40556165007,Gout-Rossignol,Dordogne,Nouvelle-Aquitaine,384.0,365.0
24200,24350,45.3001059626,0.485790051085,Grand-Brassac,Dordogne,Nouvelle-Aquitaine,529.0,538.0
24202,24390,45.2106803727,1.11630422946,Granges-d'Ans,Dordogne,Nouvelle-Aquitaine,157.0,145.0
24205,24110,45.0847043136,0.539775704647,Grignols,Dordogne,Nouvelle-Aquitaine,648.0,667.0
24206,24170,44.762997809,1.07763758967,Grives,Dordogne,Nouvelle-Aquitaine,141.0,107.0
24207,24250,44.809654235,1.29264376506,Groléjac,Dordogne,Nouvelle-Aquitaine,644.0,664.0
24208,24380,45.0461305125,0.642046080067,Grun-Bordas,Dordogne,Nouvelle-Aquitaine,218.0,244.0
24209,24300,45.5360605721,0.508242554831,Hautefaye,Dordogne,Nouvelle-Aquitaine,130.0,134.0
24210,24390,45.2589200751,1.1354185818,Hautefort,Dordogne,Nouvelle-Aquitaine,962.0,818.0
24211,24400,45.0150209065,0.451710444544,Issac,Dordogne,Nouvelle-Aquitaine,436.0,429.0
24212,24560,44.7277197609,0.605495408497,Issigeac,Dordogne,Nouvelle-Aquitaine,760.0,746.0
24213,24140,45.0547363387,0.557056437586,Jaure,Dordogne,Nouvelle-Aquitaine,168.0,176.0
24214,24300,45.5610374028,0.55048383986,Javerlhac-et-la-Chapelle-Saint-Robert,Dordogne,Nouvelle-Aquitaine,858.0,823.0
24215,24590,45.0299010059,1.3515117974,Jayac,Dordogne,Nouvelle-Aquitaine,177.0,185.0
24216,24410,45.1605027107,0.2625699124,La Jemaye-Ponteyraud,Dordogne,Nouvelle-Aquitaine,153.0,150.0
24217,24260,44.9659647609,0.885753776591,Journiac,Dordogne,Nouvelle-Aquitaine,455.0,467.0
24218,24630,45.5051973113,1.08066464254,Jumilhac-le-Grand,Dordogne,Nouvelle-Aquitaine,1249.0,1140.0
24220,24380,45.0488336059,0.831249852194,Lacropte,Dordogne,Nouvelle-Aquitaine,660.0,689.0
24221,24340,45.490529686,0.533061381093,Rudeau-Ladosse,Dordogne,Nouvelle-Aquitaine,161.0,156.0
24222,24130,44.8787624535,0.359531311117,La Force,Dordogne,Nouvelle-Aquitaine,2603.0,2658.0
24223,24150,44.8557735546,0.74158538401,Lalinde,Dordogne,Nouvelle-Aquitaine,2848.0,2881.0
24224,24520,44.901484714,0.588394489219,Lamonzie-Montastruc,Dordogne,Nouvelle-Aquitaine,715.0,692.0
24225,24680,44.8334514819,0.387772567159,Lamonzie-Saint-Martin,Dordogne,Nouvelle-Aquitaine,2464.0,2741.0
24226,24230,44.8527560372,0.0166870245724,Lamothe-Montravel,Dordogne,Nouvelle-Aquitaine,1311.0,1410.0
24227,24270,45.3777105918,1.13200271217,Lanouaille,Dordogne,Nouvelle-Aquitaine,1015.0,948.0
24228,24150,44.8142906911,0.668926310438,Lanquais,Dordogne,Nouvelle-Aquitaine,499.0,499.0
24229,24570,45.1363136207,1.23246240823,Le Lardin-Saint-Lazare,Dordogne,Nouvelle-Aquitaine,1808.0,1665.0
24230,24170,44.7393792492,1.00004312034,Larzac,Dordogne,Nouvelle-Aquitaine,135.0,150.0
24231,24540,44.6942905203,0.860342369929,Lavalade,Dordogne,Nouvelle-Aquitaine,87.0,103.0
24232,24550,44.6249045727,1.02459640897,Lavaur,Dordogne,Nouvelle-Aquitaine,66.0,76.0
24234,24400,44.9811088243,0.386613584642,Les Lèches,Dordogne,Nouvelle-Aquitaine,363.0,377.0
24236,24110,45.1872234326,0.553068373507,Léguillac-de-l'Auche,Dordogne,Nouvelle-Aquitaine,989.0,981.0
24237,24100,44.8921699535,0.521484527262,Lembras,Dordogne,Nouvelle-Aquitaine,1152.0,1243.0
24238,24800,45.354947204,0.823741307608,Lempzours,Dordogne,Nouvelle-Aquitaine,135.0,133.0
24240,24510,44.8968110738,0.895947678696,Limeuil,Dordogne,Nouvelle-Aquitaine,341.0,335.0
24241,24210,45.1652433698,0.977335652741,Limeyrat,Dordogne,Nouvelle-Aquitaine,450.0,434.0
24242,24520,44.8959905533,0.64158293825,Liorac-sur-Louyre,Dordogne,Nouvelle-Aquitaine,236.0,260.0
24243,24350,45.2711447548,0.557283730215,Lisle,Dordogne,Nouvelle-Aquitaine,904.0,823.0
24244,24540,44.7104272337,0.846288269978,Lolme,Dordogne,Nouvelle-Aquitaine,199.0,191.0
24245,24550,44.6047590618,1.07450251604,Loubejac,Dordogne,Nouvelle-Aquitaine,272.0,258.0
24246,24130,44.9246503547,0.399062068302,Lunas,Dordogne,Nouvelle-Aquitaine,351.0,432.0
24247,24320,45.3253621541,0.315458294924,Lusignac,Dordogne,Nouvelle-Aquitaine,185.0,162.0
24248,24300,45.5207501374,0.580509528779,Lussas-et-Nontronneau,Dordogne,Nouvelle-Aquitaine,312.0,287.0
24251,24110,45.08449412,0.590479755164,Manzac-sur-Vern,Dordogne,Nouvelle-Aquitaine,596.0,547.0
24252,24200,44.9556998288,1.19988431809,Marcillac-Saint-Quentin,Dordogne,Nouvelle-Aquitaine,779.0,829.0
24253,24340,45.4407517575,0.447904772653,Mareuil en Périgord,Dordogne,Nouvelle-Aquitaine,2451.0,2303.0
24254,24220,44.8296793291,1.02879857641,Marnac,Dordogne,Nouvelle-Aquitaine,186.0,181.0
24255,24620,44.9410957148,1.12837683704,Marquay,Dordogne,Nouvelle-Aquitaine,573.0,586.0
24256,24430,45.1820442564,0.651480923403,Marsac-sur-l'Isle,Dordogne,Nouvelle-Aquitaine,3131.0,3143.0
24257,24540,44.699702929,0.890622734446,Marsalès,Dordogne,Nouvelle-Aquitaine,243.0,227.0
24259,24140,44.9268775631,0.482243594531,Maurens,Dordogne,Nouvelle-Aquitaine,1045.0,1629.0
24260,24150,44.8823545617,0.780345381452,Mauzac-et-Grand-Castang,Dordogne,Nouvelle-Aquitaine,887.0,873.0
24260,24150,44.8823545617,0.780345381452,Mauzac-et-Grand-Castang,Dordogne,Nouvelle-Aquitaine,887.0,873.0
24261,24260,44.9907571497,0.929133081058,Mauzens-et-Miremont,Dordogne,Nouvelle-Aquitaine,299.0,286.0
24262,24420,45.2792834899,0.951561736801,Mayac,Dordogne,Nouvelle-Aquitaine,327.0,330.0
24263,24550,44.6732432158,1.00752492118,Mazeyrolles,Dordogne,Nouvelle-Aquitaine,328.0,304.0
24264,24700,45.0036275997,0.10542960424,Ménesplet,Dordogne,Nouvelle-Aquitaine,1795.0,1887.0
24266,24350,45.221163286,0.55882117248,Mensignac,Dordogne,Nouvelle-Aquitaine,1534.0,1520.0
24267,24240,44.7414241256,0.425737207718,Mescoules,Dordogne,Nouvelle-Aquitaine,169.0,180.0
24268,24220,44.9077685753,1.07031759796,Meyrals,Dordogne,Nouvelle-Aquitaine,621.0,693.0
24269,24450,45.5689474684,0.897873313459,Mialet,Dordogne,Nouvelle-Aquitaine,626.0,633.0
24271,24470,45.4728630664,0.791457302989,Milhac-de-Nontron,Dordogne,Nouvelle-Aquitaine,526.0,495.0
24272,24610,44.9616610497,0.0299559568134,Minzac,Dordogne,Nouvelle-Aquitaine,456.0,486.0
24273,24480,44.8119248894,0.82474050426,Molières,Dordogne,Nouvelle-Aquitaine,326.0,344.0
24274,24240,44.7946831977,0.480958013552,Monbazillac,Dordogne,Nouvelle-Aquitaine,870.0,810.0
24276,24240,44.7765593236,0.315283463531,Monestier,Dordogne,Nouvelle-Aquitaine,376.0,409.0
24277,24130,44.9145875796,0.255669856393,Monfaucon,Dordogne,Nouvelle-Aquitaine,302.0,288.0
24278,24560,44.7682307722,0.617535162339,Monmadalès,Dordogne,Nouvelle-Aquitaine,82.0,80.0
24279,24560,44.7052439204,0.611301484868,Monmarvès,Dordogne,Nouvelle-Aquitaine,64.0,62.0
24280,24540,44.6807686841,0.894082333283,Monpazier,Dordogne,Nouvelle-Aquitaine,502.0,447.0
24281,24440,44.7795909631,0.692501614089,Monsac,Dordogne,Nouvelle-Aquitaine,194.0,183.0
24282,24560,44.7389162676,0.571474458124,Monsaguel,Dordogne,Nouvelle-Aquitaine,159.0,139.0
24284,24210,45.1876962177,0.953868591338,Montagnac-d'Auberoche,Dordogne,Nouvelle-Aquitaine,147.0,133.0
24285,24140,44.978515633,0.542942043095,Montagnac-la-Crempse,Dordogne,Nouvelle-Aquitaine,381.0,405.0
24286,24350,45.2718810746,0.486166925043,Montagrier,Dordogne,Nouvelle-Aquitaine,523.0,501.0
24287,24560,44.750445073,0.646117472579,Montaut,Dordogne,Nouvelle-Aquitaine,129.0,127.0
24288,24230,44.902644776,0.130890418216,Montazeau,Dordogne,Nouvelle-Aquitaine,305.0,281.0
24289,24230,44.8618483354,0.0660005005906,Montcaret,Dordogne,Nouvelle-Aquitaine,1431.0,1429.0
24290,24440,44.7585180837,0.874945849363,Montferrand-du-Périgord,Dordogne,Nouvelle-Aquitaine,158.0,154.0
24291,24290,45.0627368774,1.15422675286,Montignac,Dordogne,Nouvelle-Aquitaine,2807.0,2759.0
24292,24610,44.9152258027,0.0627373400055,Montpeyroux,Dordogne,Nouvelle-Aquitaine,447.0,487.0
24293,24170,44.7933486992,0.995152605862,Monplaisant,Dordogne,Nouvelle-Aquitaine,286.0,279.0
24294,24700,45.0196715762,0.155545015448,Montpon-Ménestérol,Dordogne,Nouvelle-Aquitaine,5466.0,5834.0
24295,24110,45.1310326965,0.58097170515,Montrem,Dordogne,Nouvelle-Aquitaine,1260.0,1194.0
24296,24520,44.8599634791,0.617224513886,Mouleydier,Dordogne,Nouvelle-Aquitaine,1150.0,1150.0
24297,24700,45.0000110213,0.0583950714149,Moulin-Neuf,Dordogne,Nouvelle-Aquitaine,908.0,948.0
24299,24400,45.0296732356,0.364777087199,Mussidan,Dordogne,Nouvelle-Aquitaine,2730.0,2776.0
24300,24250,44.7651982661,1.29075150159,Nabirat,Dordogne,Nouvelle-Aquitaine,376.0,359.0
24301,24590,45.0316530259,1.40035024166,Nadaillac,Dordogne,Nouvelle-Aquitaine,360.0,379.0
24302,24390,45.2237342898,1.15487998204,Nailhac,Dordogne,Nouvelle-Aquitaine,322.0,293.0
24303,24320,45.3801182824,0.287647763692,Nanteuil-Auriac-de-Bourzac,Dordogne,Nouvelle-Aquitaine,208.0,232.0
24303,24320,45.3801182824,0.287647763692,Nanteuil-Auriac-de-Bourzac,Dordogne,Nouvelle-Aquitaine,208.0,232.0
24304,24800,45.4263272071,0.956262787704,Nantheuil,Dordogne,Nouvelle-Aquitaine,956.0,978.0
24305,24800,45.4081424618,0.985034812196,Nanthiat,Dordogne,Nouvelle-Aquitaine,245.0,235.0
24306,24230,44.8721088815,0.15007807252,Nastringues,Dordogne,Nouvelle-Aquitaine,103.0,128.0
24307,24440,44.7501679867,0.718768871608,Naussannes,Dordogne,Nouvelle-Aquitaine,235.0,246.0
24308,24460,45.3402218527,0.878687082758,Négrondes,Dordogne,Nouvelle-Aquitaine,850.0,787.0
24309,24190,45.0893401063,0.466172128928,Neuvic,Dordogne,Nouvelle-Aquitaine,3539.0,3640.0
24311,24300,45.5303295535,0.683993810564,Nontron,Dordogne,Nouvelle-Aquitaine,3121.0,3041.0
24312,24660,45.1273768173,0.712740186269,Sanilhac,Dordogne,Nouvelle-Aquitaine,4489.0,4674.0
24313,24170,44.7131022876,1.06171600092,Orliac,Dordogne,Nouvelle-Aquitaine,61.0,47.0
24314,24370,44.9107564817,1.38158275558,Orliaguet,Dordogne,Nouvelle-Aquitaine,103.0,
24316,24410,45.1915224992,0.0356230850507,Parcoul-Chenaud,Dordogne,Nouvelle-Aquitaine,747.0,800.0
24316,24410,45.1915224992,0.0356230850507,Parcoul-Chenaud,Dordogne,Nouvelle-Aquitaine,747.0,800.0
24317,24590,44.9952310896,1.33418977695,Paulin,Dordogne,Nouvelle-Aquitaine,259.0,248.0
24318,24510,44.9027724899,0.854531456858,Paunat,Dordogne,Nouvelle-Aquitaine,305.0,317.0
24319,24310,45.3463059633,0.539590809201,Paussac-et-Saint-Vivien,Dordogne,Nouvelle-Aquitaine,450.0,467.0
24320,24270,45.4219045977,1.22669113048,Payzac,Dordogne,Nouvelle-Aquitaine,985.0,971.0
24321,24120,45.1245283179,1.37517151889,Pazayac,Dordogne,Nouvelle-Aquitaine,854.0,827.0
24322,24000,45.1918704873,0.711825549847,Périgueux,Dordogne,Nouvelle-Aquitaine,29829.0,29516.0
24323,24600,45.2695075194,0.227208403812,Petit-Bersac,Dordogne,Nouvelle-Aquitaine,178.0,186.0
24324,24210,45.1587056018,1.19562965886,Peyrignac,Dordogne,Nouvelle-Aquitaine,583.0,581.0
24325,24370,44.8912941721,1.4075345057,Peyrillac-et-Millac,Dordogne,Nouvelle-Aquitaine,223.0,772.0
24326,24620,44.9822248475,1.07992123223,Peyzac-le-Moustier,Dordogne,Nouvelle-Aquitaine,179.0,197.0
24327,24510,44.9095112076,0.805057677324,Pezuls,Dordogne,Nouvelle-Aquitaine,113.0,123.0
24328,24360,45.6318996846,0.699945364852,Piégut-Pluviers,Dordogne,Nouvelle-Aquitaine,1182.0,1183.0
24329,24700,45.0367853074,0.0721083731877,Le Pizou,Dordogne,Nouvelle-Aquitaine,1312.0,1383.0
24330,24580,45.0437255305,1.03815328208,Plazac,Dordogne,Nouvelle-Aquitaine,695.0,703.0
24331,24240,44.7950411851,0.412973178168,Pomport,Dordogne,Nouvelle-Aquitaine,769.0,732.0
24334,24150,44.8272888569,0.771900914466,Pontours,Dordogne,Nouvelle-Aquitaine,201.0,201.0
24335,33220,44.8622535573,0.208854675888,Port-Sainte-Foy-et-Ponchapt,Dordogne,Nouvelle-Aquitaine,2503.0,2501.0
24336,24370,44.8917275129,1.30870869193,Prats-de-Carlux,Dordogne,Nouvelle-Aquitaine,552.0,491.0
24337,24550,44.6850784903,1.06710028522,Prats-du-Périgord,Dordogne,Nouvelle-Aquitaine,146.0,146.0
24338,24150,44.8939755718,0.727634787867,Pressignac-Vicq,Dordogne,Nouvelle-Aquitaine,452.0,444.0
24339,24160,45.3419567033,1.10725833882,Preyssac-d'Excideuil,Dordogne,Nouvelle-Aquitaine,180.0,141.0
24340,24130,44.8690011937,0.409883661138,Prigonrieux,Dordogne,Nouvelle-Aquitaine,4154.0,4292.0
24341,24200,44.9314130626,1.24431944303,Proissans,Dordogne,Nouvelle-Aquitaine,991.0,1071.0
24345,24140,44.9151488173,0.532361895474,Queyssac,Dordogne,Nouvelle-Aquitaine,464.0,509.0
24346,24530,45.4362563574,0.701396321628,Quinsac,Dordogne,Nouvelle-Aquitaine,375.0,384.0
24347,24440,44.7033705088,0.800770543563,Rampieux,Dordogne,Nouvelle-Aquitaine,149.0,140.0
24348,24500,44.6976329536,0.457312934463,Razac-d'Eymet,Dordogne,Nouvelle-Aquitaine,292.0,320.0
24349,24240,44.8135434686,0.290129313866,Razac-de-Saussignac,Dordogne,Nouvelle-Aquitaine,341.0,341.0
24350,24430,45.1605883444,0.615843501221,Razac-sur-l'Isle,Dordogne,Nouvelle-Aquitaine,2384.0,2369.0
24351,24240,44.7574541307,0.485586188502,Ribagnac,Dordogne,Nouvelle-Aquitaine,324.0,323.0
24352,24600,45.2457883325,0.334782848632,Ribérac,Dordogne,Nouvelle-Aquitaine,3932.0,3828.0
24353,24340,45.4660887787,0.382652455353,La Rochebeaucourt-et-Argentine,Dordogne,Nouvelle-Aquitaine,308.0,331.0
24354,24490,45.1355934306,0.0550563261049,La Roche-Chalais,Dordogne,Nouvelle-Aquitaine,2970.0,3018.0
24354,24490,45.1355934306,0.0550563261049,La Roche-Chalais,Dordogne,Nouvelle-Aquitaine,2970.0,3018.0
24354,24490,45.1355934306,0.0550563261049,La Roche-Chalais,Dordogne,Nouvelle-Aquitaine,2970.0,3018.0
24355,24250,44.8177613658,1.19861057115,La Roque-Gageac,Dordogne,Nouvelle-Aquitaine,467.0,430.0
24356,24580,45.0511195053,0.96628484329,Rouffignac-Saint-Cernin-de-Reilhac,Dordogne,Nouvelle-Aquitaine,1584.0,1641.0
24356,24580,45.0511195053,0.96628484329,Rouffignac-Saint-Cernin-de-Reilhac,Dordogne,Nouvelle-Aquitaine,1584.0,1641.0
24357,24240,44.7794080781,0.444335706895,Rouffignac-de-Sigoulès,Dordogne,Nouvelle-Aquitaine,331.0,309.0
24359,24500,44.729700474,0.490342737888,Sadillac,Dordogne,Nouvelle-Aquitaine,115.0,109.0
24360,24170,44.7848099741,1.02305020725,Sagelat,Dordogne,Nouvelle-Aquitaine,304.0,316.0
24361,24520,44.8351095994,0.623652141486,Saint-Agne,Dordogne,Nouvelle-Aquitaine,435.0,449.0
24362,24510,44.9471700299,0.810464512122,Val de Louyre et Caudeau,Dordogne,Nouvelle-Aquitaine,1623.0,1590.0
24362,24510,44.9471700299,0.810464512122,Val de Louyre et Caudeau,Dordogne,Nouvelle-Aquitaine,1623.0,1590.0
24364,24290,45.0521923341,1.24653200545,Saint-Amand-de-Coly,Dordogne,Nouvelle-Aquitaine,392.0,608.0
24365,24380,44.993940385,0.695744310753,Saint-Amand-de-Vergt,Dordogne,Nouvelle-Aquitaine,250.0,248.0
24366,24200,44.8912301574,1.1476803246,Saint-André-d'Allas,Dordogne,Nouvelle-Aquitaine,829.0,875.0
24367,24190,45.1409249857,0.325384566649,Saint-André-de-Double,Dordogne,Nouvelle-Aquitaine,168.0,175.0
24370,24230,44.8413756885,0.144778277474,Saint-Antoine-de-Breuilh,Dordogne,Nouvelle-Aquitaine,1932.0,1844.0
24371,24110,45.1911088395,0.488721317785,Saint-Aquilin,Dordogne,Nouvelle-Aquitaine,491.0,470.0
24372,24110,45.1484357281,0.519678090961,Saint-Astier,Dordogne,Nouvelle-Aquitaine,5530.0,5320.0
24373,24500,44.6857557345,0.492017178221,Saint-Aubin-de-Cadelech,Dordogne,Nouvelle-Aquitaine,330.0,347.0
24374,24560,44.7969706456,0.602118050756,Saint-Aubin-de-Lanquais,Dordogne,Nouvelle-Aquitaine,328.0,357.0
24375,24250,44.731908542,1.28437608808,Saint-Aubin-de-Nabirat,Dordogne,Nouvelle-Aquitaine,136.0,154.0
24376,24410,45.1823303924,0.136303399419,Saint Aulaye-Puymangou,Dordogne,Nouvelle-Aquitaine,1448.0,1414.0
24376,24410,45.1823303924,0.136303399419,Saint Aulaye-Puymangou,Dordogne,Nouvelle-Aquitaine,1448.0,1414.0
24377,24260,44.9453704965,0.862154837196,Saint-Avit-de-Vialard,Dordogne,Nouvelle-Aquitaine,162.0,153.0
24378,24540,44.7401593829,0.906593699917,Saint-Avit-Rivière,Dordogne,Nouvelle-Aquitaine,77.0,84.0
24379,24440,44.7750925645,0.824289637501,Saint-Avit-Sénieur,Dordogne,Nouvelle-Aquitaine,474.0,409.0
24380,24700,45.0801047856,0.193152734323,Saint-Barthélemy-de-Bellegarde,Dordogne,Nouvelle-Aquitaine,515.0,504.0
24381,24360,45.6415499133,0.747042269307,Saint-Barthélemy-de-Bussière,Dordogne,Nouvelle-Aquitaine,211.0,212.0
24382,24150,44.8463175043,0.655294285249,Saint-Capraise-de-Lalinde,Dordogne,Nouvelle-Aquitaine,527.0,524.0
24383,24500,44.711179433,0.51051059596,Saint-Capraise-d'Eymet,Dordogne,Nouvelle-Aquitaine,148.0,166.0
24384,24540,44.6794684315,0.845364100419,Saint-Cassien,Dordogne,Nouvelle-Aquitaine,30.0,34.0
24385,24560,44.7634460851,0.584640392889,Saint-Cernin-de-Labarde,Dordogne,Nouvelle-Aquitaine,205.0,224.0
24386,24550,44.6540649921,1.04585610677,Saint-Cernin-de-l'Herm,Dordogne,Nouvelle-Aquitaine,233.0,200.0
24388,24260,44.8725532878,0.921257476514,Saint-Chamassy,Dordogne,Nouvelle-Aquitaine,527.0,493.0
24390,24330,45.1177639491,0.895951381831,Saint-Crépin-d'Auberoche,Dordogne,Nouvelle-Aquitaine,341.0,332.0
24392,24590,44.9565947973,1.27615948362,Saint-Crépin-et-Carlucet,Dordogne,Nouvelle-Aquitaine,527.0,528.0
24393,24440,44.7327105467,0.828547816645,Sainte-Croix,Dordogne,Nouvelle-Aquitaine,87.0,87.0
24394,24340,45.4655946689,0.422846944104,Sainte-Croix-de-Mareuil,Dordogne,Nouvelle-Aquitaine,145.0,148.0
24395,24250,44.7804732346,1.1587393695,Saint-Cybranet,Dordogne,Nouvelle-Aquitaine,414.0,363.0
24396,24220,44.8825740011,1.02538984639,Saint-Cyprien,Dordogne,Nouvelle-Aquitaine,1596.0,1551.0
24397,24270,45.3724597502,1.29106108817,Saint-Cyr-les-Champagnes,Dordogne,Nouvelle-Aquitaine,257.0,280.0
24398,24360,45.609832852,0.657993310994,Saint-Estèphe,Dordogne,Nouvelle-Aquitaine,612.0,589.0
24399,24400,45.0929275989,0.323452712792,Saint-Étienne-de-Puycorbier,Dordogne,Nouvelle-Aquitaine,112.0,108.0
24401,24640,45.2493030255,1.02147550691,Sainte-Eulalie-d'Ans,Dordogne,Nouvelle-Aquitaine,287.0,297.0
24403,24340,45.4073734663,0.565567317606,Saint-Félix-de-Bourdeilles,Dordogne,Nouvelle-Aquitaine,67.0,68.0
24404,24260,45.0147855996,0.89152600187,Saint-Félix-de-Reillac-et-Mortemart,Dordogne,Nouvelle-Aquitaine,193.0,177.0
24405,24510,44.9319312699,0.677290095994,Saint-Félix-de-Villadeix,Dordogne,Nouvelle-Aquitaine,297.0,323.0
24406,24170,44.731269814,1.03294229921,Sainte-Foy-de-Belvès,Dordogne,Nouvelle-Aquitaine,138.0,140.0
24407,24510,44.9286563489,0.755646260789,Sainte-Foy-de-Longas,Dordogne,Nouvelle-Aquitaine,238.0,242.0
24408,24460,45.324593189,0.78971362781,Saint-Front-d'Alemps,Dordogne,Nouvelle-Aquitaine,267.0,255.0
24409,24400,45.0595554075,0.360152317983,Saint-Front-de-Pradoux,Dordogne,Nouvelle-Aquitaine,1154.0,1168.0
24410,24300,45.4652036046,0.719685871549,Saint-Front-la-Rivière,Dordogne,Nouvelle-Aquitaine,528.0,497.0
24411,24300,45.477464175,0.627327027878,Saint-Front-sur-Nizonne,Dordogne,Nouvelle-Aquitaine,157.0,164.0
24412,24590,44.9950404568,1.24436332323,Saint-Geniès,Dordogne,Nouvelle-Aquitaine,947.0,902.0
24413,24130,44.9178103997,0.356218213042,Saint-Georges-Blancaneix,Dordogne,Nouvelle-Aquitaine,226.0,286.0
24414,24140,44.9331773121,0.610874864188,Saint-Georges-de-Montclard,Dordogne,Nouvelle-Aquitaine,292.0,276.0
24415,24700,44.9478425672,0.239383729477,Saint-Géraud-de-Corps,Dordogne,Nouvelle-Aquitaine,222.0,222.0
24416,24170,44.806098303,1.03606561398,Saint-Germain-de-Belvès,Dordogne,Nouvelle-Aquitaine,178.0,173.0
24417,24160,45.3458327209,1.00011342587,Saint-Germain-des-Prés,Dordogne,Nouvelle-Aquitaine,538.0,462.0
24418,24190,45.127972537,0.437779642589,Saint-Germain-du-Salembre,Dordogne,Nouvelle-Aquitaine,932.0,920.0
24419,24520,44.8286582128,0.591211611663,Saint-Germain-et-Mons,Dordogne,Nouvelle-Aquitaine,795.0,876.0
24420,24400,44.9760796886,0.326025224409,Saint-Géry,Dordogne,Nouvelle-Aquitaine,233.0,247.0
24421,24330,45.0745744027,0.907034401577,Saint-Geyrac,Dordogne,Nouvelle-Aquitaine,203.0,193.0
24422,24140,45.014476321,0.505394906557,Saint-Hilaire-d'Estissac,Dordogne,Nouvelle-Aquitaine,108.0,122.0
24423,24500,44.7249335654,0.394228419824,Sainte-Innocence,Dordogne,Nouvelle-Aquitaine,97.0,311.0
24424,24190,45.1344343643,0.394306386157,Saint-Jean-d'Ataux,Dordogne,Nouvelle-Aquitaine,119.0,135.0
24425,24800,45.4135771577,0.83539033285,Saint-Jean-de-Côle,Dordogne,Nouvelle-Aquitaine,367.0,366.0
24426,24140,45.0375932892,0.504834756989,Saint-Jean-d'Estissac,Dordogne,Nouvelle-Aquitaine,168.0,160.0
24428,24800,45.4894020576,0.897020061184,Saint-Jory-de-Chalais,Dordogne,Nouvelle-Aquitaine,570.0,562.0
24429,24160,45.3421390696,0.9470147152,Saint-Jory-las-Bloux,Dordogne,Nouvelle-Aquitaine,238.0,239.0
24432,24370,44.8619888633,1.38181461735,Saint-Julien-de-Lampon,Dordogne,Nouvelle-Aquitaine,619.0,650.0
24434,24320,45.335415501,0.498491614935,Saint-Just,Dordogne,Nouvelle-Aquitaine,125.0,147.0
24436,24400,45.0440019083,0.253242646867,Saint-Laurent-des-Hommes,Dordogne,Nouvelle-Aquitaine,1025.0,1031.0
24437,24100,44.823708986,0.445904004567,Saint-Laurent-des-Vignes,Dordogne,Nouvelle-Aquitaine,890.0,1001.0
24438,24170,44.7515526653,1.11564221671,Saint-Laurent-la-Vallée,Dordogne,Nouvelle-Aquitaine,265.0,234.0
24441,24560,44.7210156479,0.699300856862,Saint-Léon-d'Issigeac,Dordogne,Nouvelle-Aquitaine,109.0,145.0
24442,24110,45.1169557791,0.49957697448,Saint-Léon-sur-l'Isle,Dordogne,Nouvelle-Aquitaine,2036.0,2051.0
24443,24290,45.0180206005,1.08035107771,Saint-Léon-sur-Vézère,Dordogne,Nouvelle-Aquitaine,428.0,426.0
24444,24400,45.0621473038,0.388564917962,Saint-Louis-en-l'Isle,Dordogne,Nouvelle-Aquitaine,296.0,305.0
24445,24510,44.916346803,0.703469495464,Saint-Marcel-du-Périgord,Dordogne,Nouvelle-Aquitaine,145.0,141.0
24446,24540,44.7229809189,0.927966166506,Saint-Marcory,Dordogne,Nouvelle-Aquitaine,53.0,52.0
24448,24160,45.3214362718,1.03713768464,Saint-Martial-d'Albarède,Dordogne,Nouvelle-Aquitaine,475.0,480.0
24449,24700,45.0016039267,0.217039600164,Saint-Martial-d'Artenset,Dordogne,Nouvelle-Aquitaine,978.0,943.0
24450,24250,44.7473185081,1.24789673551,Saint-Martial-de-Nabirat,Dordogne,Nouvelle-Aquitaine,605.0,570.0
24451,24300,45.5124949186,0.633563294913,Saint-Martial-de-Valette,Dordogne,Nouvelle-Aquitaine,802.0,800.0
